Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amout (USD)
3284,47.0,male,Jacket,Outerwear,24,new york,L,Purple,Spring,2.9,No,Express,No,No,25.0,Debit Card,Every 3 Months,24
622,51.0,male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45.0,Credit Card,Weekly,27
3276,43.0,female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2.0,Debit Card,Weekly,88
2632,53.0,male,Skirt,Clothing,44,Connecticut,S,Violet,Summer,2.7,No,Express,No,No,3.0,Cash,Weekly,44
2285,32.0,male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20.0,Venmo,Annually,63
1589,48.0,male,Belt,Accessories,24,Vermont,L,Cyan,Winter,3.2,No,Next Day Air,Yes,Yes,3.0,Venmo,Monthly,24
1048,44.0,male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7.0,Credit Card,Fortnightly,36
3338,23.0,female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45.0,Bank Transfer,Bi-Weekly,23
424,46.0,male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21.0,Credit Card,Bi-Weekly,26
2980,31.0,female,Jeans,Clothing,91,new york,L,Olive,Fall,2.6,No,Next Day Air,No,No,14.0,PayPal,Weekly,91
2585,26.0,male,Socks,Clothing,30,Florida,L,Blue,Summer,2.9,No,Store Pickup,No,No,26.0,Bank Transfer,Bi-Weekly,30
507,28.0,male,Scarf,Accessories,40,Georgia,M,Olive,Summer,2.7,Yes,2-Day Shipping,Yes,Yes,48.0,Debit Card,Annually,40
3461,41.0,female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Express,No,No,5.0,Bank Transfer,Bi-Weekly,78
3550,44.0,female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,2-Day Shipping,No,No,11.0,Bank Transfer,Fortnightly,34
1111,28.0,male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,Yes,31.0,Cash,Bi-Weekly,61
2502,49.0,male,Shorts,Clothing,94,West Virginia,M,Violet,Fall,4.6,No,Free Shipping,No,No,30.0,Venmo,Bi-Weekly,94
501,36.0,male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35.0,Venmo,Every 3 Months,31
2766,64.0,female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24.0,Credit Card,Quarterly,70
550,31.0,male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37.0,Venmo,Bi-Weekly,29
558,18.0,male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Weekly,60
1587,25.0,male,Boots,Footwear,77,Oklahoma,M,Purple,Fall,4.0,No,Express,Yes,Yes,21.0,Bank Transfer,Weekly,77
603,37.0,male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10.0,Cash,Every 3 Months,58
443,29.0,male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,Store Pickup,Yes,Yes,31.0,Credit Card,Quarterly,69
1776,18.0,male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12.0,Cash,Bi-Weekly,47
219,28.0,male,T-shirt,Clothing,45,new york,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8.0,Credit Card,Quarterly,45
2100,31.0,male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50.0,PayPal,Annually,78
880,62.0,male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14.0,PayPal,Quarterly,76
737,18.0,male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32.0,Credit Card,Every 3 Months,58
3311,45.0,female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12.0,PayPal,Fortnightly,27
2727,33.0,female,Belt,Accessories,92,Michigan,L,Blue,Winter,3.3,No,Free Shipping,No,No,11.0,PayPal,Bi-Weekly,92
3870,26.0,female,Coat,Outerwear,64,Arizona,L,Cyan,Spring,3.8,No,Free Shipping,No,No,28.0,Bank Transfer,Annually,64
1428,31.0,male,Backpack,Accessories,90,South Dakota,S,Orange,Summer,4.9,No,Store Pickup,Yes,Yes,8.0,PayPal,Annually,90
1362,49.0,male,Dress,Clothing,32,Alabama,M,Beige,Fall,3.7,No,Next Day Air,Yes,Yes,39.0,Debit Card,Monthly,32
3369,30.0,female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29.0,Bank Transfer,Every 3 Months,25
3427,47.0,female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,2-Day Shipping,No,No,31.0,Credit Card,Annually,35
3107,62.0,female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20.0,PayPal,Annually,57
3789,43.0,female,Hat,Accessories,65,new york,XL,Teal,Spring,3.2,No,Next Day Air,No,No,27.0,Debit Card,Monthly,65
1211,34.0,male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5.0,Cash,Quarterly,78
3382,57.0,female,Hat,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,27.0,Credit Card,Quarterly,66
2789,56.0,female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,No,2.0,Credit Card,Annually,92
1715,30.0,male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15.0,Cash,Monthly,71
2981,70.0,female,Gloves,Accessories,93,New Jersey,L,Teal,Fall,4.4,No,2-Day Shipping,No,No,9.0,PayPal,Monthly,93
949,44.0,male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11.0,Venmo,Every 3 Months,90
3212,53.0,female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12.0,Cash,Monthly,65
806,41.0,male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40.0,Debit Card,Monthly,30
3845,30.0,male,Shorts,Clothing,87,Montana,S,Cyan,Fall,5.0,No,Next Day Air,No,No,40.0,Venmo,Quarterly,87
1314,70.0,male,Shoes,Footwear,28,Missouri,M,Lavender,Summer,3.8,No,Free Shipping,Yes,Yes,23.0,Credit Card,Bi-Weekly,28
1737,57.0,male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43.0,Cash,Quarterly,61
579,69.0,male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Fortnightly,90
2271,27.0,male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7.0,Venmo,Weekly,72
1654,44.0,male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,No,2-Day Shipping,Yes,Yes,29.0,Debit Card,Bi-Weekly,93
3350,35.0,female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29.0,PayPal,Quarterly,79
1,55.0,male,Blouse,Clothing,53,Kentucky,L,Gray,Winter,3.1,Yes,Express,Yes,Yes,14.0,Venmo,Fortnightly,53
1124,36.0,male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,38.0,Cash,Monthly,67
3173,44.0,female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,No,30.0,Debit Card,Bi-Weekly,52
3827,50.0,female,Jacket,Outerwear,31,Montana,M,Gray,Summer,4.0,No,Express,No,No,25.0,Bank Transfer,Annually,31
2600,63.0,male,Jewelry,Accessories,99,Vermont,M,Gold,Winter,3.4,No,Express,No,No,48.0,Credit Card,Monthly,99
3178,55.0,female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31.0,Credit Card,Monthly,52
3791,27.0,female,Handbag,Accessories,45,Alaska,XL,Beige,Summer,4.4,No,Standard,No,No,31.0,Credit Card,Weekly,45
248,29.0,male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14.0,Debit Card,Weekly,66
1412,48.0,male,Skirt,Clothing,24,Louisiana,L,Green,Summer,2.8,No,Store Pickup,Yes,Yes,13.0,Venmo,Quarterly,24
1351,31.0,male,Sunglasses,Accessories,71,Delaware,M,Orange,Fall,4.3,No,Next Day Air,Yes,Yes,1.0,Cash,Every 3 Months,71
2382,62.0,male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23.0,PayPal,Annually,23
2827,32.0,female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,Express,No,No,23.0,Venmo,Annually,43
3179,66.0,female,Sandals,Footwear,34,Washington,L,Olive,Spring,2.7,No,Free Shipping,No,No,28.0,Credit Card,Annually,34
3761,65.0,female,Socks,Clothing,80,Connecticut,M,Peach,Fall,3.1,No,Next Day Air,No,No,36.0,PayPal,Weekly,80
651,34.0,male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12.0,Bank Transfer,Annually,40
1951,43.0,male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,No,26.0,PayPal,Every 3 Months,78
3400,40.0,female,Pants,Clothing,55,Montana,XL,Yellow,Winter,3.3,No,Standard,No,No,36.0,Debit Card,Annually,55
1862,29.0,male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19.0,Debit Card,Monthly,60
1513,60.0,male,Sneakers,Footwear,23,Wisconsin,L,Silver,Winter,3.9,No,Standard,Yes,Yes,18.0,PayPal,Bi-Weekly,23
176,53.0,male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2.0,Bank Transfer,Annually,86
279,57.0,male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23.0,Debit Card,Annually,95
1437,35.0,male,Sneakers,Footwear,83,Minnesota,M,Gray,Winter,3.7,No,Free Shipping,Yes,Yes,23.0,PayPal,Fortnightly,83
2857,65.0,female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31.0,Credit Card,Monthly,48
2150,38.0,male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1.0,Bank Transfer,Weekly,21
1972,54.0,male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1.0,Venmo,Monthly,29
3473,31.0,female,Blouse,Clothing,42,Georgia,S,White,Summer,4.0,No,Free Shipping,No,No,15.0,Debit Card,Weekly,42
2233,65.0,male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14.0,Cash,Fortnightly,64
692,60.0,male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37.0,PayPal,Bi-Weekly,21
2247,49.0,male,Jacket,Outerwear,96,Hawaii,M,Olive,Fall,4.3,No,Store Pickup,No,No,39.0,PayPal,Every 3 Months,96
417,36.0,male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24.0,Bank Transfer,Fortnightly,55
2128,70.0,male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40.0,Debit Card,Weekly,45
218,35.0,male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24.0,Bank Transfer,Annually,48
2420,26.0,male,Sweater,Clothing,40,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,No,11.0,Credit Card,Every 3 Months,40
1955,44.0,male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,No,3.0,Venmo,Quarterly,77
2177,24.0,male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44.0,Debit Card,Quarterly,91
3829,42.0,female,Blouse,Clothing,82,Mississippi,M,Charcoal,Spring,3.4,No,Free Shipping,No,No,8.0,Cash,Weekly,82
1968,37.0,male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,No,4.0,Venmo,Annually,81
1028,33.0,male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11.0,Cash,Monthly,90
1053,60.0,male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,1.0,Credit Card,Fortnightly,36
2759,32.0,female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,No,8.0,Bank Transfer,Bi-Weekly,98
728,62.0,male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37.0,Venmo,Every 3 Months,97
1911,29.0,male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Express,No,No,13.0,Debit Card,Quarterly,38
2360,19.0,male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44.0,Bank Transfer,Every 3 Months,81
1554,27.0,male,Blouse,Clothing,45,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,21.0,Debit Card,Quarterly,45
450,26.0,male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35.0,Bank Transfer,Monthly,45
1887,44.0,male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,No,46.0,Cash,Bi-Weekly,91
377,51.0,male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2.0,Venmo,Bi-Weekly,51
2064,61.0,male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,No,32.0,Cash,Monthly,86
3011,44.0,female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,No,15.0,Credit Card,Annually,45
2511,40.0,male,Jacket,Outerwear,42,South Dakota,L,Purple,Winter,4.4,No,Standard,No,No,48.0,Credit Card,Weekly,42
434,49.0,male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23.0,Credit Card,Fortnightly,92
2670,39.0,female,Belt,Accessories,28,Illinois,L,Teal,Spring,2.8,No,Free Shipping,No,No,31.0,Credit Card,Weekly,28
372,27.0,male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47.0,PayPal,Monthly,83
3265,28.0,male,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,No,39.0,Cash,Bi-Weekly,50
3213,27.0,female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21.0,Debit Card,Weekly,22
1468,30.0,male,Jewelry,Accessories,27,Ohio,XL,Olive,Summer,4.7,No,Store Pickup,Yes,Yes,16.0,Debit Card,Fortnightly,27
701,57.0,male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5.0,PayPal,Monthly,79
3642,51.0,female,Jacket,Outerwear,45,New York,M,Cyan,Fall,2.7,No,Free Shipping,No,No,39.0,Bank Transfer,Every 3 Months,45
645,68.0,male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37.0,Cash,Weekly,93
3656,20.0,female,Sweater,Clothing,27,Wyoming,M,Yellow,Fall,2.9,No,Next Day Air,No,No,4.0,Credit Card,Bi-Weekly,27
666,41.0,male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50.0,Credit Card,Annually,55
2634,51.0,male,Sunglasses,Accessories,90,Alaska,M,Purple,Fall,4.7,No,Next Day Air,No,No,32.0,Credit Card,Fortnightly,90
1074,22.0,male,Scarf,Accessories,96,California,XL,Purple,Spring,4.0,No,Store Pickup,Yes,Yes,33.0,Credit Card,Monthly,96
3202,46.0,female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34.0,Cash,Monthly,38
2916,26.0,female,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,No,Express,No,No,39.0,PayPal,Bi-Weekly,30
2417,59.0,male,Sandals,Footwear,83,Nebraska,S,Black,Summer,4.0,No,Next Day Air,No,No,26.0,Credit Card,Every 3 Months,83
3405,69.0,female,Gloves,Accessories,34,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,34.0,Credit Card,Annually,34
795,69.0,male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10.0,Debit Card,Fortnightly,50
3578,44.0,female,Belt,Accessories,35,Missouri,S,Yellow,Winter,2.6,No,Standard,No,No,13.0,Bank Transfer,Weekly,35
247,35.0,male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20.0,Venmo,Bi-Weekly,86
1026,44.0,male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15.0,Credit Card,Annually,84
735,65.0,male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39.0,Bank Transfer,Every 3 Months,69
506,61.0,male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9.0,Cash,Bi-Weekly,63
1801,22.0,male,Coat,Outerwear,58,Mississippi,XL,Indigo,Winter,2.7,No,Express,No,No,30.0,Credit Card,Weekly,58
924,55.0,male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7.0,PayPal,Weekly,24
3581,51.0,female,Blouse,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,No,2-Day Shipping,No,No,3.0,Cash,Bi-Weekly,83
3430,27.0,female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Express,No,No,34.0,Debit Card,Weekly,96
3261,39.0,female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7.0,Credit Card,Annually,36
533,26.0,male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Express,Yes,Yes,35.0,Bank Transfer,Every 3 Months,76
1796,68.0,male,Jeans,Clothing,20,Wisconsin,S,Olive,Fall,4.0,No,2-Day Shipping,No,No,25.0,Debit Card,Fortnightly,20
109,70.0,male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,Yes,32.0,Bank Transfer,Bi-Weekly,79
1851,51.0,female,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,50.0,Debit Card,Weekly,76
2649,51.0,male,Pants,Clothing,84,Illinois,M,Gray,Spring,3.9,No,Next Day Air,No,No,14.0,PayPal,Bi-Weekly,84
2404,64.0,male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,40.0,Debit Card,Weekly,22
3361,22.0,female,Jacket,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47.0,Cash,Every 3 Months,81
1865,44.0,male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21.0,Venmo,Quarterly,72
3196,68.0,female,Sunglasses,Accessories,58,Missouri,S,Olive,Spring,4.9,No,Next Day Air,No,No,36.0,Credit Card,Quarterly,58
2963,57.0,female,Pants,Clothing,40,California,L,Pink,Fall,4.0,No,Express,No,No,42.0,Credit Card,Every 3 Months,40
99,20.0,male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,Yes,20.0,Bank Transfer,Annually,67
544,53.0,male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11.0,Credit Card,Monthly,98
1750,44.0,male,Hoodie,Clothing,70,new york,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36.0,Debit Card,Every 3 Months,70
2484,32.0,female,Skirt,Clothing,96,Arizona,S,Teal,Fall,2.9,No,Standard,No,No,8.0,Debit Card,Monthly,96
2029,29.0,female,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10.0,Venmo,Bi-Weekly,84
260,32.0,male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13.0,Debit Card,Annually,57
930,44.0,female,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26.0,Debit Card,Fortnightly,94
2478,25.0,male,Gloves,Accessories,40,new york,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,No,29.0,PayPal,Weekly,40
2499,18.0,male,Coat,Outerwear,39,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,No,38.0,Cash,Fortnightly,39
1282,29.0,male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8.0,Venmo,Bi-Weekly,81
928,28.0,male,Sneakers,Footwear,78,new york,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8.0,Venmo,Bi-Weekly,78
613,67.0,male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33.0,Credit Card,Quarterly,43
1310,32.0,male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,No,Store Pickup,Yes,Yes,41.0,Cash,Quarterly,21
3217,39.0,female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18.0,Cash,Weekly,85
220,32.0,male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12.0,Cash,Fortnightly,88
3118,43.0,female,Hoodie,Clothing,50,Florida,M,Olive,Summer,3.0,No,Free Shipping,No,No,4.0,PayPal,Bi-Weekly,50
486,48.0,male,Shoes,Footwear,44,Tennessee,S,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,36.0,Debit Card,Fortnightly,44
2308,28.0,male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30.0,Debit Card,Annually,96
1075,48.0,male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,Standard,Yes,Yes,45.0,Bank Transfer,Fortnightly,71
1894,28.0,male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,No,10.0,PayPal,Fortnightly,20
1954,25.0,male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,No,3.0,PayPal,Fortnightly,33
259,61.0,male,Gloves,Accessories,74,new york,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16.0,Cash,Quarterly,74
2874,44.0,female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,Free Shipping,No,No,8.0,PayPal,Monthly,40
387,64.0,male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40.0,PayPal,Quarterly,39
848,53.0,male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30.0,PayPal,Monthly,44
2563,57.0,male,Shorts,Clothing,62,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,No,27.0,Cash,Fortnightly,62
1403,62.0,male,Sunglasses,Accessories,21,North Dakota,L,White,Summer,3.1,No,Express,Yes,Yes,47.0,PayPal,Monthly,21
3637,50.0,female,Sandals,Footwear,38,California,L,Lavender,Summer,4.2,No,2-Day Shipping,No,No,36.0,Cash,Weekly,38
1787,45.0,male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22.0,Venmo,Monthly,34
2851,57.0,female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,No,Store Pickup,No,No,36.0,Debit Card,Annually,79
1850,30.0,male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35.0,Bank Transfer,Monthly,40
1062,36.0,male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,12.0,Venmo,Every 3 Months,62
210,55.0,male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44.0,Cash,Every 3 Months,97
3607,41.0,female,Sandals,Footwear,90,Minnesota,XL,Purple,Fall,4.8,No,Express,No,No,41.0,Venmo,Annually,90
3790,56.0,female,Shirt,Clothing,75,North Dakota,M,Magenta,Summer,3.8,No,Express,No,No,18.0,Bank Transfer,Every 3 Months,75
3541,24.0,female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Free Shipping,No,No,5.0,Bank Transfer,Weekly,95
2038,39.0,male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,No,7.0,Venmo,Bi-Weekly,87
1704,39.0,male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12.0,Bank Transfer,Annually,22
2542,33.0,male,Scarf,Accessories,58,Washington,M,Silver,Spring,2.7,No,Next Day Air,No,No,13.0,Venmo,Every 3 Months,58
2671,30.0,female,Sunglasses,Accessories,44,Pennsylvania,M,Yellow,Fall,4.7,No,Express,No,No,26.0,Bank Transfer,Bi-Weekly,44
2155,46.0,male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33.0,PayPal,Every 3 Months,74
597,23.0,male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36.0,PayPal,Annually,37
2320,56.0,male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29.0,PayPal,Monthly,38
3103,51.0,female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,No,29.0,Cash,Bi-Weekly,85
297,25.0,male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19.0,Credit Card,Weekly,74
1222,18.0,male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3.0,Cash,Quarterly,69
508,65.0,male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,Yes,33.0,Debit Card,Fortnightly,20
2913,48.0,female,Shoes,Footwear,37,Oregon,M,Yellow,Winter,4.0,No,Standard,No,No,27.0,Cash,Bi-Weekly,37
8,27.0,male,Shorts,Clothing,34,Louisiana,L,Charcoal,Winter,3.2,Yes,Free Shipping,Yes,Yes,19.0,Credit Card,Weekly,34
3130,44.0,female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,No,40.0,Venmo,Every 3 Months,20
3043,53.0,female,Coat,Outerwear,27,South Dakota,L,Turquoise,Summer,2.9,No,Next Day Air,No,No,14.0,PayPal,Every 3 Months,27
